id,screen_name,latitude,longitude,in_reply_to_status_id,text,timestamp,conversation_id,conversation_deep,url,toxic,severe_toxic,obscene,threat,identity_hate,insult,target,extended,comment
919773217279049728,mercedesquijij1,,,917917922781040640,@revistaPlanV Mujer luchadora y capaz,2017-10-16 3:53:18,917917922781040640,2,https://www.twitter.com/mercedesquijij1/status/919773217279049728,0,0,0,0,0,0,external,Mujer luchadora y capaz,
770292777016066048,CarlosVerareal,,,,"La experiencia de @cynthiaviteri6, @henrycucalon y su comitiva debe servir para retomar la Carta Democrática de la #OEA en Venezuela.",2016-08-29 16:11:24,770292777016066048,1,https://www.twitter.com/CarlosVerareal/status/770292777016066048,0,0,0,0,0,0,external,"La experiencia de @cynthiaviteri6, @henrycucalon y su comitiva debe servir para retomar la Carta Democrática de la #OEA en Venezuela.",
780035820061356037,Carlangas_as,,,780031223888539648,"@portillaoscar insistir con el peruano,es como creer q Reascos debe ser titular,o Tenorio goleador😠Hansel por Dios,es más @dtAlex_Aguinaga",2016-09-25 13:26:46,780031223888539648,2,https://www.twitter.com/Carlangas_as/status/780035820061356037,0,0,0,0,0,0,external,"insistir con el peruano,es como creer q Reascos debe ser titular,o Tenorio goleadorHansel por Dios,es más @dtAlex_Aguinaga",
879144009826000896,henrick_2010_18,,,879138376607301632,@Profe_JHerrera Que poco cerebro tienes.. no vale perder el tiempo con ignorantes como vos,2017-06-26 1:07:20,879138376607301632,2,https://www.twitter.com/henrick_2010_18/status/879144009826000896,0,0,0,0,0,1,@Profe_JHerrera,Que poco cerebro tienes.. no vale perder el tiempo con ignorantes como vos,insulto
896091486587994112,Caralvi007,,,896081157053325312,"@tinocotania Que hable, sin temor ni favor",2017-08-11 19:30:33,896081157053325312,2,https://www.twitter.com/Caralvi007/status/896091486587994112,0,0,0,0,0,0,na,"Que hable, sin temor ni favor",
854709283384156162,obama_alberto,,,854315851025133568,@janethinostroza#Lenin presidente aunque te arda politiquera,2017-04-19 14:52:27,854315851025133568,2,https://www.twitter.com/obama_alberto/status/854709283384156162,0,0,0,0,0,0,janethinostroza,#Lenin presidente aunque te arda politiquera,
672901457818054656,larepublica_ec,,,,"ATENCIÓN, URGENTE Luis Chiriboga y Vinicio Luna, detenidos por “lavado de activos” | La República EC https://t.co/laYjzAJTre",2015-12-04 22:13:04,672901457818054656,1,https://www.twitter.com/larepublica_ec/status/672901457818054656,0,0,0,0,0,0,external,"ATENCIÓN, URGENTE Luis Chiriboga y Vinicio Luna, detenidos por “lavado de activos” | La República EC",
972894399939203078,willymiope,,,972878167332540417,@CLMoralesB @CarlosVerareal MEJOR LEE UN LIBRO....(y soy hincha de @barcelonaSC) pero hay mejores cosas que hacer....,2018-03-11 17:57:55,972878167332540417,2,https://www.twitter.com/willymiope/status/972894399939203078,0,0,0,0,0,0,@CLMoralesB,MEJOR LEE UN LIBRO....(y soy hincha de @barcelonaSC) pero hay mejores cosas que hacer....,
529639761271881728,CarlosVerareal,,,,"RT @DorisM07:por favor ayúdenos a encontrarlo, Sr. César Augusto Peralta Escobar, inf. Andrea Peralta 0991226872 http://t.co/GIpypBM3Cn",2014-11-04 14:22:13,529639761271881728,1,https://www.twitter.com/CarlosVerareal/status/529639761271881728,0,0,0,0,0,0,external,"RT @DorisM07:por favor ayúdenos a encontrarlo, Sr. César Augusto Peralta Escobar, inf. Andrea Peralta 0991226872",
969166970762514433,karenisabelM,,,968968909759053825,@Asuquisupa @eltiempocuenca @asuquisupa pueden actualizar su caso? Por fa,2018-03-01 11:06:26,968968909759053825,2,https://www.twitter.com/karenisabelM/status/969166970762514433,0,0,0,0,0,0,@asuquisupa,@asuquisupa pueden actualizar su caso? Por fa,
927713140212731906,Arturo_M13,,,927712451516420096,@EinsteinOtto Así debe ser!,2017-11-07 1:43:43,927711132923629569,3,https://www.twitter.com/Arturo_M13/status/927713140212731906,0,0,0,0,0,0,na,Así debe ser!,
896137159995932672,VieiraHerrera,,,896124022080942081,@Roxana_Paola_82 @janethinostroza Mira Roxanita en ninguna parte me burlo de la estética de la mujer. Simplemente l… https://t.co/oIDE07Sd8W,2017-08-11 22:32:03,892577024581259264,4,https://www.twitter.com/VieiraHerrera/status/896137159995932672,0,0,0,0,0,0,external,"Mira Roxanita en ninguna parte me burlo de la estética de la mujer. Simplemente la describo. Si lo toma de mal lado,pues qué pena por ti",
892874335345627138,aly_tamia,,,892463197554388994,@CarlosVerareal @JorgeGlas  siga QUÉDESE Y DELES EN LA cara a todos estos que lo quieren fuera... lo apoyamos HASTA LA VICTORIA SIEMPRE!,2017-08-02 22:26:45,892463197554388994,2,https://www.twitter.com/aly_tamia/status/892874335345627138,0,0,0,0,0,0,@JorgeGlas,@JorgeGlas siga QUÉDESE Y DELES EN LA cara a todos estos que lo quieren fuera... lo apoyamos HASTA LA VICTORIA SIEMPRE!,
962135191077707776,corredordemundo,,,962082888526200832,"@lahistoriaec @paulbriz @CorteIDH @CPCCS fueron a pasear, ventajosamente no tuvieron que exponer los argumentos de… https://t.co/PdSrvakizo",2018-02-10 1:24:39,962082888526200832,2,https://www.twitter.com/corredordemundo/status/962135191077707776,0,0,0,0,0,0,na,"fueron a pasear, ventajosamente no tuvieron que exponer los argumentos de un gobierno con un Presidente ilegítimo",
817346192455692289,camilin86,,,,Jajajaj! Lo peor es que el ejemplo no es ajeno a la verdad https://t.co/aoYhZGs7tD,2017-01-06 12:24:52,817346192455692289,1,https://www.twitter.com/camilin86/status/817346192455692289,0,0,0,0,0,0,na,Jajajaj! Lo peor es que el ejemplo no es ajeno a la verdad,
969413282053451776,zuritaj1974,,,969393701842808834,"@Martinminguchi @JONAZ1969 , la historia inmediata los está juzgando 1 a 1",2018-03-02 3:25:11,969393701842808834,2,https://www.twitter.com/zuritaj1974/status/969413282053451776,0,0,0,0,0,0,na,"@JONAZ1969 , la historia inmediata los está juzgando 1 a 1",
567327114421370881,RobertoBonafont,,,,David Luiz sobre la final de Münich. Una entrevista IMPERDIBLE. #CFC #Geezer http://t.co/dr4IzlnJGA @ChelseaFC_es,2015-02-16 14:18:19,567327114421370881,1,https://www.twitter.com/RobertoBonafont/status/567327114421370881,0,0,0,0,0,0,external,David Luiz sobre la final de Münich. Una entrevista IMPERDIBLE. #CFC #Geezer https://twitter.com/ChelseaFC_es/status/567120438220709888/photo/1pic.twitter.com/dr4IzlnJGA  @ChelseaFC_es,
654084196080689152,pabbloq,,,654082001255964672,@aguschmer Estan trompudos. Ya mismo te empienzan a insultar.,2015-10-13 23:59:59,654082001255964672,2,https://www.twitter.com/pabbloq/status/654084196080689152,0,0,0,0,0,1,external,@aguschmer Estan trompudos. Ya mismo te empienzan a insultar.,
914312751073423361,egordillom,,,914186042948939776,@luisevivanco Y la Soledad.... Buendía,2017-10-01 2:15:21,914186042948939776,2,https://www.twitter.com/egordillom/status/914312751073423361,0,0,0,0,0,0,na,Y la Soledad.... Buendía,
898922330017103872,Guillermo_SanPa,,,898901246832234497,@mariocanessa Dr con mucho respeto yo se q todo tema sobre BARCELONA vende como pan caliente pero ya cansa busque otro tema d interés,2017-08-19 14:59:19,898901246832234497,2,https://www.twitter.com/Guillermo_SanPa/status/898922330017103872,0,0,0,0,0,0,@mariocanessa,Dr con mucho respeto yo se q todo tema sobre BARCELONA vende como pan caliente pero ya cansa busque otro tema d interés,
163292973528920064,LeninArtieda,,,,"@DiegowMM bajaron de Ciudad Alfaro a Montecristi. Algunos se quedaron escuchando al Presidente, otros se fueron.",2012-01-28 16:10:53,163292973528920064,1,https://www.twitter.com/LeninArtieda/status/163292973528920064,0,0,0,0,0,0,na,"@DiegowMM bajaron de Ciudad Alfaro a Montecristi. Algunos se quedaron escuchando al Presidente, otros se fueron",
596666728215662592,CarlosGalvez21,,,,"Esta es la foto que nos envió la Sra Tania Mera del ""doméstico"" del Ab. Varas. http://t.co/dKS2K27xkj",2015-05-08 13:23:28,596666728215662592,1,https://www.twitter.com/CarlosGalvez21/status/596666728215662592,0,0,0,0,0,0,external,"Esta es la foto que nos envió la Sra Tania Mera del ""doméstico"" del Ab. Varas.",
943578947366813698,nvl1987,,,943577914355994624,@CarlosVerareal 👏👏👏👏👏👏👏👏 Así de claro!,2017-12-20 20:28:46,943577914355994624,2,https://www.twitter.com/nvl1987/status/943578947366813698,0,0,0,0,0,0,na,Así de claro!,
878280066261819393,parragah,,,878226936467771392,@CarlosGalvez21 Está claro si no ven hagan zoom a la foto https://t.co/lWHQgnnt5j,2017-06-23 15:54:20,878226936467771392,2,https://www.twitter.com/parragah/status/878280066261819393,0,0,0,0,0,0,na,Está claro si no ven hagan zoom a la foto,
644486422850859008,miloco18200,,,644343289513144320,@AndresCarrion2 @lecirque2008 eso es verdadera democracia,2015-09-17 12:21:51,644343289513144320,2,https://www.twitter.com/miloco18200/status/644486422850859008,0,0,0,0,0,0,@AndresCarrion2,@AndresCarrion2 @lecirque2008 eso es verdadera democracia,
871772230929321988,monicaencaladav,,,871756992129454086,@lahistoriaec Nadie que tenga descendía hubiese aceptado ser parte del circo. Los 🐒 harán payasadas y media y el du… https://t.co/fvCNmHWuUy,2017-06-05 16:54:31,871756992129454086,2,https://www.twitter.com/monicaencaladav/status/871772230929321988,0,0,0,0,0,0,external,Nadie que tenga descendía hubiese aceptado ser parte del circo. Los  harán payasadas y media y el dueño del circo los aplaudirá.,
932400926257745921,solounidolo,,,930226545456828416,@revistaPlanV Si y arrastrado por las calles de Ecuador por todos los padres de las criaturas violados y luego quemarlo.,2017-11-20 0:11:18,930226545456828416,2,https://www.twitter.com/solounidolo/status/932400926257745921,0,0,0,0,0,0,external,Si y arrastrado por las calles de Ecuador por todos los padres de las criaturas violados y luego quemarlo.,
601845011764805632,anycrissr,,,601783143163559936,"@rolandoguilca @tinocotania depende  como  lo  veas, para  algunos  no  será, para  otros  si jaja",2015-05-22 20:20:07,601570135778979840,3,https://www.twitter.com/anycrissr/status/601845011764805632,0,0,0,0,0,0,@tinocotania,"@rolandoguilca @tinocotania depende como lo veas, para algunos no será, para otros si jaja",
960001018506379265,BrvDan,,,959999661175136258,@aguschmer Di lo tuyo @aguschmer SE ACABO ESTA WEBADA. jajajajajaajajajaja,2018-02-04 4:04:13,959999661175136258,2,https://www.twitter.com/BrvDan/status/960001018506379265,0,0,0,0,0,0,external,La página no existe,
964896560545923072,josemerchan86,,,962832422831362048,@babadmerchan ¿Que le ? y todavía periodista -- Pseudo Políquero ...,2018-02-17 16:17:21,962832422831362048,2,https://www.twitter.com/josemerchan86/status/964896560545923072,0,0,0,0,0,0,@babadmerchan,¿Que le ? y todavía periodista -- Pseudo Políquero ...,
892215672629063680,RaquelAliatis,,,892148386798895104,"@lahistoriaec @martharoldos Que paso se le olvido todo, como salió en las pruebas anteriores 100/100? Estos llevan… https://t.co/9D5PLT1G82",2017-08-01 2:49:27,892148386798895104,2,https://www.twitter.com/RaquelAliatis/status/892215672629063680,0,0,0,0,0,0,external,"Que paso se le olvido todo, como salió en las pruebas anteriores 100/100? Estos llevan lo de delincuentes en la sangre",
899090945542684672,luisalbertohv,,,898405572004814853,"@lahistoriaec Comiencen a bajarselos, uno x uno, a ver cuentos quedan!!!",2017-08-20 2:09:20,898405572004814853,2,https://www.twitter.com/luisalbertohv/status/899090945542684672,0,0,0,0,0,0,external,"Comiencen a bajarselos, uno x uno, a ver cuentos quedan!!!",
949011414026420224,lui_ampuero,,,949010757236162566,"@tinocotania Es un insulto a la inteligencia q despues de destapar tanta corrupcion, se quiera reemplazar con miemb… https://t.co/D5gN11ewUc",2018-01-04 20:15:27,949010757236162566,2,https://www.twitter.com/lui_ampuero/status/949011414026420224,0,0,0,0,0,0,na,"Es un insulto a la inteligencia q despues de destapar tanta corrupcion, se quiera reemplazar con miembros q encubrieron o fueron parte de dicha corrupcion.",
801622567777931264,grandebombillo,,,801620151263264768,@AndresPonce28 tampoco se termina el campeonato con dicho partido. Así que deja de mentirle a la gente para jurarte lo que no eres.,2016-11-24 3:04:48,801620151263264768,2,https://www.twitter.com/grandebombillo/status/801622567777931264,0,0,0,0,0,0,na,tampoco se termina el campeonato con dicho partido. Así que deja de mentirle a la gente para jurarte lo que no eres.,
910267773716135937,cocobasile10,,,,Veo este video y me imagino la infancia de @LuigiMB  Muy bueno ! Disfrútalo y dale RT hincha de la Juventus ! https://t.co/FtDKoo9WfF,2017-09-19 22:22:03,910267773716135937,1,https://www.twitter.com/cocobasile10/status/910267773716135937,0,0,0,0,0,0,external,Veo este video y me imagino la infancia de @LuigiMB Muy bueno ! Disfrútalo y dale RT hincha de la Juventus !,
934305379277725696,gqueiroloa,,,934303584283496449,@jfcarpio @Mary_Elena_A Parece que ella si. Aunque el @MashiRafael orina sentado,2017-11-25 6:18:55,934298758875140099,4,https://www.twitter.com/gqueiroloa/status/934305379277725696,0,0,0,0,0,0,@jfcarpio @Mary_Elena_A,Parece que ella si. Aunque el @MashiRafael orina sentado,
912041475709468672,alfi131,,,911694192002379777,@larepublica_ec El mejor chiste del año,2017-09-24 19:50:07,911694192002379777,2,https://www.twitter.com/alfi131/status/912041475709468672,0,0,0,0,0,0,na,El mejor chiste del año,
910117041960624128,ARMENDARISMt,,,909956979770224642,"@tinocotania Que encarcelen a este señor ya... donde esta la ley, tiene orden de prision💚💚💚💚",2017-09-19 12:23:06,909956979770224642,2,https://www.twitter.com/ARMENDARISMt/status/910117041960624128,0,0,0,0,0,0,external,"Que encarcelen a este señor ya... donde esta la ley, tiene orden de prision",
944685924365062145,EsterillaLeonor,,,944579544819871744,@Opt_Fabricio @CarlosVerareal MIRA LAS PATADAS A PELE ERA NORMAL QUEBRARLE LAS PIERNAS A PELE Y EL ARBITRO NO PODIA… https://t.co/MD3oUz5QM3,2017-12-23 21:47:30,944572917156851712,3,https://www.twitter.com/EsterillaLeonor/status/944685924365062145,0,0,0,0,0,0,@CarlosVerareal,MIRA LAS PATADAS A PELE ERA NORMAL QUEBRARLE LAS PIERNAS A PELE Y EL ARBITRO NO PODIA DECIR NADA NO HABIAN TARJETAS AMARILLAS HOY DIA ESAS PATADAS SON TARJETA ROJA Y 6 MESES DE EXPULSION MIRAR VIDEO,
850760986361569281,GuansoAndino,,,850759716691222529,@SIEMPRECAOS @ESTEFANIESPIN Q pasa q lo felicite?Si no quiere escuchar el CNE nada. Creo impugna 500 actas en Pichi… https://t.co/WaAo2P8WBh,2017-04-08 17:23:20,850752182836244480,5,https://www.twitter.com/GuansoAndino/status/850760986361569281,0,0,0,0,0,0,na,Q pasa q lo felicite?Si no quiere escuchar el CNE nada. Creo impugna 500 actas en Pichincha y solo permiten revisión de 49. Q es eso? Abuso,
951542612586123264,Chri1Damian,,,951123990873104385,@jcarlosaizprua @EcuavisaInforma También a ellos para q le acesoren https://t.co/EPRH87x2Mq,2018-01-11 19:53:32,951123990873104385,2,https://www.twitter.com/Chri1Damian/status/951542612586123264,0,0,0,0,0,0,na,También a ellos para q le acesoren,
956220250453835778,chipilaso93,,,956218831596408843,"@JUANVINICIOJACO @elnacionalec Yo le tengo mucho cariño al Nachito, igual que a BSC.",2018-01-24 17:40:48,955987065925193728,3,https://www.twitter.com/chipilaso93/status/956220250453835778,0,0,0,0,0,0,na,La página no existe,
903430618679320576,eduandinoe,,,,"Bien #Ecuador en el 1T. Se defiende con mucho orden, cerrando espacios y apostando a la contra -fundamentalmente por la derecha-.",2017-09-01 1:33:39,903430618679320576,1,https://www.twitter.com/eduandinoe/status/903430618679320576,0,0,0,0,0,0,na,"Bien #Ecuador en el 1T. Se defiende con mucho orden, cerrando espacios y apostando a la contra -fundamentalmente por la derecha-.",
933151001858555904,marthi100,,,932694897706008576,@CarlosVerareal No pues sería de política.  No va hacer un programa de variedades o de farándula 😭😭😭,2017-11-22 1:51:50,932694897706008576,2,https://www.twitter.com/marthi100/status/933151001858555904,0,0,0,0,0,0,na,No pues sería de política. No va hacer un programa de variedades o de farándula,
961760895520133120,francispancho12,,,961759402775793670,@Martinminguchi ósea que nos volvieron a meter el dedo y esta vez con guante de box !!,2018-02-09 0:37:20,961759402775793670,2,https://www.twitter.com/francispancho12/status/961760895520133120,0,0,0,0,0,0,na,ósea que nos volvieron a meter el dedo y esta vez con guante de box !!,
848778075345215488,AndreaMackliff,,,848777971791998977,@chinchu86 @adeljar @Martinminguchi Claro !,2017-04-03 6:03:57,848764914072043520,7,https://www.twitter.com/AndreaMackliff/status/848778075345215488,0,0,0,0,0,0,na,Claro !,
901094062983442432,xavier_castro11,,,900909533308088320,@Arturo_M13 Era la oportunidad para el arquero de Delfin. Ha tenido una excelente temporada,2017-08-25 14:49:00,900909533308088320,2,https://www.twitter.com/xavier_castro11/status/901094062983442432,0,0,0,0,0,0,na,Era la oportunidad para el arquero de Delfin. Ha tenido una excelente temporada,
850853983359049728,lourdeshernande,,,850816035389415424,@nelsonivancorde @Martinminguchi Ya lo es!,2017-04-08 23:32:52,850753650620321793,3,https://www.twitter.com/lourdeshernande/status/850853983359049728,0,0,0,0,0,0,na,Ya lo es!,
967948400745381888,NelsonSB134,,,967939719568023557,@carlosluishr @aguschmer @FEFecuador Oye Andresito 🤓 que estas colocado?,2018-02-26 2:24:17,967920958903390209,3,https://www.twitter.com/NelsonSB134/status/967948400745381888,0,0,0,0,0,0,aguschmer,Oye Andresito  que estas colocado?,
906583244187029504,rodrigomar1954,,,906337793189793793,@VallesHolger @mariocanessa SON FENÓMENOS NATURALES QUE OCURREN EN CIERTAS TEMPORADAS DEL AÑO Y EL HOMBRE AVECES ES EL CULPABLE,2017-09-09 18:21:03,906212086417588224,3,https://www.twitter.com/rodrigomar1954/status/906583244187029504,0,0,0,0,0,0,na,SON FENÓMENOS NATURALES QUE OCURREN EN CIERTAS TEMPORADAS DEL AÑO Y EL HOMBRE AVECES ES EL CULPABLE,
510432378540789760,EstebanVera1984,,,510380651905036288,@RobertoBonafont Gracias. A veces por temas comerciales deciden no pasar los partidos cuando La culpa no es d nosotros sino d los vendedores,2014-09-12 14:18:57,510380651905036288,2,https://www.twitter.com/EstebanVera1984/status/510432378540789760,0,0,0,0,0,0,@RobertoBonafont,@RobertoBonafont Gracias. A veces por temas comerciales deciden no pasar los partidos cuando La culpa no es d nosotros sino d los vendedores,
936083076853239808,NiSoy_tuitera,,,936081878028898304,@ramirogarciaf @CarlosVerareal 👏👏👏👏👏,2017-11-30 4:02:51,936001829548240898,3,https://www.twitter.com/NiSoy_tuitera/status/936083076853239808,0,0,0,0,0,0,na,emoticon aplausos,
544676686403735553,RodrigoMenaR,,,544633553674567680,@christianalban gracias por acompañarnos en ese recorrido que hicimos al campo de mi Cantón.,2014-12-16 2:13:36,544633553674567680,2,https://www.twitter.com/RodrigoMenaR/status/544676686403735553,0,0,0,0,0,0,@christianalban,@christianalban gracias por acompañarnos en ese recorrido que hicimos al campo de mi Cantón.,
685572481797730304,gabymoreano,,,,No xq trabaje ahi.. PERO Q BUENA COBERTURA DE @CREsatelital EXCELENTE! @Faruquito @JJBARCIA1 @gyepez560 @kzambra @SanchezJoselo @22_leonela,2016-01-08 21:23:11,685572481797730304,1,https://www.twitter.com/gabymoreano/status/685572481797730304,0,0,0,0,0,0,external,No xq trabaje ahi.. PERO Q BUENA COBERTURA DE @CREsatelital EXCELENTE! @Faruquito @JJBARCIA1 @gyepez560 @kzambra @SanchezJoselo @22_leonela,
961303202573570059,lechugaec,,,961300270687940608,@marielamona70 @aguschmer Bla bla bla bla.,2018-02-07 18:18:38,960733623807827968,3,https://www.twitter.com/lechugaec/status/961303202573570059,0,0,0,0,0,0,na,Bla bla bla bla.,
